"iteration","BestAccuracy","BestKernal","BestNu","BestEpsilon"
"1","99.4","polydot","0.317978880601004","0.321120504522696"
"2","99.4","polydot","0.317978880601004","0.321120504522696"
"3","99.4","polydot","0.317978880601004","0.321120504522696"
"4","99.4","polydot","0.317978880601004","0.321120504522696"
"5","99.4","polydot","0.317978880601004","0.321120504522696"
"6","99.4","polydot","0.317978880601004","0.321120504522696"
"7","99.4","polydot","0.317978880601004","0.321120504522696"
"8","99.4","polydot","0.317978880601004","0.321120504522696"
"9","99.53","anovadot","0.0437531450297683","0.775772524066269"
"10","99.53","anovadot","0.0437531450297683","0.775772524066269"
"11","99.53","anovadot","0.0437531450297683","0.775772524066269"
"12","99.53","anovadot","0.0437531450297683","0.775772524066269"
"13","99.53","anovadot","0.0437531450297683","0.775772524066269"
"14","99.53","anovadot","0.0437531450297683","0.775772524066269"
"15","99.53","anovadot","0.0437531450297683","0.775772524066269"
"16","99.53","anovadot","0.0437531450297683","0.775772524066269"
"17","99.53","anovadot","0.0437531450297683","0.775772524066269"
"18","99.53","anovadot","0.0437531450297683","0.775772524066269"
"19","99.53","anovadot","0.0437531450297683","0.775772524066269"
"20","99.53","anovadot","0.0437531450297683","0.775772524066269"
"21","99.53","anovadot","0.0437531450297683","0.775772524066269"
"22","99.53","anovadot","0.0437531450297683","0.775772524066269"
"23","99.53","anovadot","0.0437531450297683","0.775772524066269"
"24","99.53","anovadot","0.0437531450297683","0.775772524066269"
"25","99.53","anovadot","0.0437531450297683","0.775772524066269"
"26","99.53","anovadot","0.0437531450297683","0.775772524066269"
"27","99.53","anovadot","0.0437531450297683","0.775772524066269"
"28","99.53","anovadot","0.0437531450297683","0.775772524066269"
"29","99.53","anovadot","0.0437531450297683","0.775772524066269"
"30","99.53","anovadot","0.0437531450297683","0.775772524066269"
"31","99.53","anovadot","0.0437531450297683","0.775772524066269"
"32","99.53","anovadot","0.0437531450297683","0.775772524066269"
"33","99.53","anovadot","0.0437531450297683","0.775772524066269"
"34","99.53","anovadot","0.0437531450297683","0.775772524066269"
"35","99.53","anovadot","0.0437531450297683","0.775772524066269"
"36","99.53","anovadot","0.0437531450297683","0.775772524066269"
"37","99.53","anovadot","0.0437531450297683","0.775772524066269"
"38","99.53","anovadot","0.0437531450297683","0.775772524066269"
"39","99.53","anovadot","0.0437531450297683","0.775772524066269"
"40","99.53","anovadot","0.0437531450297683","0.775772524066269"
"41","99.53","anovadot","0.0437531450297683","0.775772524066269"
"42","99.53","anovadot","0.0437531450297683","0.775772524066269"
"43","99.53","anovadot","0.0437531450297683","0.775772524066269"
"44","99.53","anovadot","0.0437531450297683","0.775772524066269"
"45","99.53","anovadot","0.0437531450297683","0.775772524066269"
"46","99.53","anovadot","0.0437531450297683","0.775772524066269"
"47","99.53","anovadot","0.0437531450297683","0.775772524066269"
"48","99.53","anovadot","0.0437531450297683","0.775772524066269"
"49","99.53","anovadot","0.0437531450297683","0.775772524066269"
"50","99.53","anovadot","0.0437531450297683","0.775772524066269"
"51","99.53","anovadot","0.0437531450297683","0.775772524066269"
"52","99.53","anovadot","0.0437531450297683","0.775772524066269"
"53","99.53","anovadot","0.0437531450297683","0.775772524066269"
"54","99.53","anovadot","0.0437531450297683","0.775772524066269"
"55","99.53","anovadot","0.0437531450297683","0.775772524066269"
"56","99.53","anovadot","0.0437531450297683","0.775772524066269"
"57","99.53","anovadot","0.0437531450297683","0.775772524066269"
"58","99.53","anovadot","0.0437531450297683","0.775772524066269"
"59","99.53","anovadot","0.0437531450297683","0.775772524066269"
"60","99.53","anovadot","0.0437531450297683","0.775772524066269"
"61","99.53","anovadot","0.0437531450297683","0.775772524066269"
"62","99.53","anovadot","0.0437531450297683","0.775772524066269"
"63","99.53","anovadot","0.0437531450297683","0.775772524066269"
"64","99.53","anovadot","0.0437531450297683","0.775772524066269"
"65","99.53","anovadot","0.0437531450297683","0.775772524066269"
"66","99.53","anovadot","0.0437531450297683","0.775772524066269"
"67","99.53","anovadot","0.0437531450297683","0.775772524066269"
"68","99.53","anovadot","0.0437531450297683","0.775772524066269"
"69","99.53","anovadot","0.0437531450297683","0.775772524066269"
"70","99.53","anovadot","0.0437531450297683","0.775772524066269"
"71","99.53","anovadot","0.0437531450297683","0.775772524066269"
"72","99.53","anovadot","0.0437531450297683","0.775772524066269"
"73","99.53","anovadot","0.0437531450297683","0.775772524066269"
"74","99.53","anovadot","0.0437531450297683","0.775772524066269"
"75","99.53","anovadot","0.0437531450297683","0.775772524066269"
"76","99.53","anovadot","0.0437531450297683","0.775772524066269"
"77","99.53","anovadot","0.0437531450297683","0.775772524066269"
"78","99.53","anovadot","0.0437531450297683","0.775772524066269"
"79","99.53","anovadot","0.0437531450297683","0.775772524066269"
"80","99.53","anovadot","0.0437531450297683","0.775772524066269"
"81","99.53","anovadot","0.0437531450297683","0.775772524066269"
"82","99.53","anovadot","0.0437531450297683","0.775772524066269"
"83","99.53","anovadot","0.0437531450297683","0.775772524066269"
"84","99.53","anovadot","0.0437531450297683","0.775772524066269"
"85","99.53","anovadot","0.0437531450297683","0.775772524066269"
"86","99.53","anovadot","0.0437531450297683","0.775772524066269"
"87","99.53","anovadot","0.0437531450297683","0.775772524066269"
"88","99.53","anovadot","0.0437531450297683","0.775772524066269"
"89","99.53","anovadot","0.0437531450297683","0.775772524066269"
"90","99.53","anovadot","0.0437531450297683","0.775772524066269"
"91","99.53","anovadot","0.0437531450297683","0.775772524066269"
"92","99.53","anovadot","0.0437531450297683","0.775772524066269"
"93","99.53","anovadot","0.0437531450297683","0.775772524066269"
"94","99.53","anovadot","0.0437531450297683","0.775772524066269"
"95","99.53","anovadot","0.0437531450297683","0.775772524066269"
"96","99.53","anovadot","0.0437531450297683","0.775772524066269"
"97","99.53","anovadot","0.0437531450297683","0.775772524066269"
"98","99.53","anovadot","0.0437531450297683","0.775772524066269"
"99","99.53","anovadot","0.0437531450297683","0.775772524066269"
"100","99.53","anovadot","0.0437531450297683","0.775772524066269"
"101","99.53","anovadot","0.0437531450297683","0.775772524066269"
"102","99.53","anovadot","0.0437531450297683","0.775772524066269"
"103","99.53","anovadot","0.0437531450297683","0.775772524066269"
"104","99.53","anovadot","0.0437531450297683","0.775772524066269"
"105","99.53","anovadot","0.0437531450297683","0.775772524066269"
"106","99.53","anovadot","0.0437531450297683","0.775772524066269"
"107","99.53","anovadot","0.0437531450297683","0.775772524066269"
"108","99.53","anovadot","0.0437531450297683","0.775772524066269"
"109","99.53","anovadot","0.0437531450297683","0.775772524066269"
"110","99.53","anovadot","0.0437531450297683","0.775772524066269"
"111","99.53","anovadot","0.0437531450297683","0.775772524066269"
"112","99.53","anovadot","0.0437531450297683","0.775772524066269"
"113","99.53","anovadot","0.0437531450297683","0.775772524066269"
"114","99.53","anovadot","0.0437531450297683","0.775772524066269"
"115","99.53","anovadot","0.0437531450297683","0.775772524066269"
"116","99.53","anovadot","0.0437531450297683","0.775772524066269"
"117","99.53","anovadot","0.0437531450297683","0.775772524066269"
"118","99.53","anovadot","0.0437531450297683","0.775772524066269"
"119","99.53","anovadot","0.0437531450297683","0.775772524066269"
"120","99.53","anovadot","0.0437531450297683","0.775772524066269"
"121","99.53","anovadot","0.0437531450297683","0.775772524066269"
"122","99.53","anovadot","0.0437531450297683","0.775772524066269"
"123","99.53","anovadot","0.0437531450297683","0.775772524066269"
"124","99.53","anovadot","0.0437531450297683","0.775772524066269"
"125","99.53","anovadot","0.0437531450297683","0.775772524066269"
"126","99.53","anovadot","0.0437531450297683","0.775772524066269"
"127","99.53","anovadot","0.0437531450297683","0.775772524066269"
"128","99.53","anovadot","0.0437531450297683","0.775772524066269"
"129","99.53","anovadot","0.0437531450297683","0.775772524066269"
"130","99.53","anovadot","0.0437531450297683","0.775772524066269"
"131","99.53","anovadot","0.0437531450297683","0.775772524066269"
"132","99.53","anovadot","0.0437531450297683","0.775772524066269"
"133","99.53","anovadot","0.0437531450297683","0.775772524066269"
"134","99.53","anovadot","0.0437531450297683","0.775772524066269"
"135","99.53","anovadot","0.0437531450297683","0.775772524066269"
"136","99.53","anovadot","0.0437531450297683","0.775772524066269"
"137","99.53","anovadot","0.0437531450297683","0.775772524066269"
"138","99.53","anovadot","0.0437531450297683","0.775772524066269"
"139","99.53","anovadot","0.0437531450297683","0.775772524066269"
"140","99.53","anovadot","0.0437531450297683","0.775772524066269"
"141","99.53","anovadot","0.0437531450297683","0.775772524066269"
"142","99.53","anovadot","0.0437531450297683","0.775772524066269"
"143","99.53","anovadot","0.0437531450297683","0.775772524066269"
"144","99.53","anovadot","0.0437531450297683","0.775772524066269"
"145","99.53","anovadot","0.0437531450297683","0.775772524066269"
"146","99.53","anovadot","0.0437531450297683","0.775772524066269"
"147","99.53","anovadot","0.0437531450297683","0.775772524066269"
"148","99.53","anovadot","0.0437531450297683","0.775772524066269"
"149","99.53","anovadot","0.0437531450297683","0.775772524066269"
"150","99.53","anovadot","0.0437531450297683","0.775772524066269"
"151","99.53","anovadot","0.0437531450297683","0.775772524066269"
"152","99.53","anovadot","0.0437531450297683","0.775772524066269"
"153","99.53","anovadot","0.0437531450297683","0.775772524066269"
"154","99.53","anovadot","0.0437531450297683","0.775772524066269"
"155","99.53","anovadot","0.0437531450297683","0.775772524066269"
"156","99.53","anovadot","0.0437531450297683","0.775772524066269"
"157","99.53","anovadot","0.0437531450297683","0.775772524066269"
"158","99.53","anovadot","0.0437531450297683","0.775772524066269"
"159","99.53","anovadot","0.0437531450297683","0.775772524066269"
"160","99.53","anovadot","0.0437531450297683","0.775772524066269"
"161","99.53","anovadot","0.0437531450297683","0.775772524066269"
"162","99.53","anovadot","0.0437531450297683","0.775772524066269"
"163","99.53","anovadot","0.0437531450297683","0.775772524066269"
"164","99.53","anovadot","0.0437531450297683","0.775772524066269"
"165","99.53","anovadot","0.0437531450297683","0.775772524066269"
"166","99.53","anovadot","0.0437531450297683","0.775772524066269"
"167","99.53","anovadot","0.0437531450297683","0.775772524066269"
"168","99.53","anovadot","0.0437531450297683","0.775772524066269"
"169","99.53","anovadot","0.0437531450297683","0.775772524066269"
"170","99.53","anovadot","0.0437531450297683","0.775772524066269"
"171","99.53","anovadot","0.0437531450297683","0.775772524066269"
"172","99.53","anovadot","0.0437531450297683","0.775772524066269"
"173","99.53","anovadot","0.0437531450297683","0.775772524066269"
"174","99.53","anovadot","0.0437531450297683","0.775772524066269"
"175","99.53","anovadot","0.0437531450297683","0.775772524066269"
"176","99.53","anovadot","0.0437531450297683","0.775772524066269"
"177","99.53","anovadot","0.0437531450297683","0.775772524066269"
"178","99.53","anovadot","0.0437531450297683","0.775772524066269"
"179","99.53","anovadot","0.0437531450297683","0.775772524066269"
"180","99.53","anovadot","0.0437531450297683","0.775772524066269"
"181","99.53","anovadot","0.0437531450297683","0.775772524066269"
"182","99.53","anovadot","0.0437531450297683","0.775772524066269"
"183","99.53","anovadot","0.0437531450297683","0.775772524066269"
"184","99.53","anovadot","0.0437531450297683","0.775772524066269"
"185","99.53","anovadot","0.0437531450297683","0.775772524066269"
"186","99.53","anovadot","0.0437531450297683","0.775772524066269"
"187","99.53","anovadot","0.0437531450297683","0.775772524066269"
"188","99.53","anovadot","0.0437531450297683","0.775772524066269"
"189","99.53","anovadot","0.0437531450297683","0.775772524066269"
"190","99.53","anovadot","0.0437531450297683","0.775772524066269"
"191","99.53","anovadot","0.0437531450297683","0.775772524066269"
"192","99.53","anovadot","0.0437531450297683","0.775772524066269"
"193","99.53","anovadot","0.0437531450297683","0.775772524066269"
"194","99.53","anovadot","0.0437531450297683","0.775772524066269"
"195","99.53","anovadot","0.0437531450297683","0.775772524066269"
"196","99.53","anovadot","0.0437531450297683","0.775772524066269"
"197","99.53","anovadot","0.0437531450297683","0.775772524066269"
"198","99.53","anovadot","0.0437531450297683","0.775772524066269"
"199","99.53","anovadot","0.0437531450297683","0.775772524066269"
"200","99.53","anovadot","0.0437531450297683","0.775772524066269"
"201","99.53","anovadot","0.0437531450297683","0.775772524066269"
"202","99.53","anovadot","0.0437531450297683","0.775772524066269"
"203","99.53","anovadot","0.0437531450297683","0.775772524066269"
"204","99.53","anovadot","0.0437531450297683","0.775772524066269"
"205","99.53","anovadot","0.0437531450297683","0.775772524066269"
"206","99.53","anovadot","0.0437531450297683","0.775772524066269"
"207","99.53","anovadot","0.0437531450297683","0.775772524066269"
"208","99.53","anovadot","0.0437531450297683","0.775772524066269"
"209","99.53","anovadot","0.0437531450297683","0.775772524066269"
"210","99.53","anovadot","0.0437531450297683","0.775772524066269"
"211","99.53","anovadot","0.0437531450297683","0.775772524066269"
"212","99.53","anovadot","0.0437531450297683","0.775772524066269"
"213","99.53","anovadot","0.0437531450297683","0.775772524066269"
"214","99.53","anovadot","0.0437531450297683","0.775772524066269"
"215","99.53","anovadot","0.0437531450297683","0.775772524066269"
"216","99.53","anovadot","0.0437531450297683","0.775772524066269"
"217","99.53","anovadot","0.0437531450297683","0.775772524066269"
"218","99.53","anovadot","0.0437531450297683","0.775772524066269"
"219","99.53","anovadot","0.0437531450297683","0.775772524066269"
"220","99.53","anovadot","0.0437531450297683","0.775772524066269"
"221","99.53","anovadot","0.0437531450297683","0.775772524066269"
"222","99.53","anovadot","0.0437531450297683","0.775772524066269"
"223","99.53","anovadot","0.0437531450297683","0.775772524066269"
"224","99.53","anovadot","0.0437531450297683","0.775772524066269"
"225","99.53","anovadot","0.0437531450297683","0.775772524066269"
"226","99.53","anovadot","0.0437531450297683","0.775772524066269"
"227","99.53","anovadot","0.0437531450297683","0.775772524066269"
"228","99.53","anovadot","0.0437531450297683","0.775772524066269"
"229","99.53","anovadot","0.0437531450297683","0.775772524066269"
"230","99.53","anovadot","0.0437531450297683","0.775772524066269"
"231","99.53","anovadot","0.0437531450297683","0.775772524066269"
"232","99.53","anovadot","0.0437531450297683","0.775772524066269"
"233","99.53","anovadot","0.0437531450297683","0.775772524066269"
"234","99.53","anovadot","0.0437531450297683","0.775772524066269"
"235","99.53","anovadot","0.0437531450297683","0.775772524066269"
"236","99.53","anovadot","0.0437531450297683","0.775772524066269"
"237","99.53","anovadot","0.0437531450297683","0.775772524066269"
"238","99.53","anovadot","0.0437531450297683","0.775772524066269"
"239","99.53","anovadot","0.0437531450297683","0.775772524066269"
"240","99.53","anovadot","0.0437531450297683","0.775772524066269"
"241","99.53","anovadot","0.0437531450297683","0.775772524066269"
"242","99.53","anovadot","0.0437531450297683","0.775772524066269"
"243","99.53","anovadot","0.0437531450297683","0.775772524066269"
"244","99.53","anovadot","0.0437531450297683","0.775772524066269"
"245","99.53","anovadot","0.0437531450297683","0.775772524066269"
"246","99.53","anovadot","0.0437531450297683","0.775772524066269"
"247","99.53","anovadot","0.0437531450297683","0.775772524066269"
"248","99.53","anovadot","0.0437531450297683","0.775772524066269"
"249","99.53","anovadot","0.0437531450297683","0.775772524066269"
"250","99.53","anovadot","0.0437531450297683","0.775772524066269"
"251","99.53","anovadot","0.0437531450297683","0.775772524066269"
"252","99.53","anovadot","0.0437531450297683","0.775772524066269"
"253","99.53","anovadot","0.0437531450297683","0.775772524066269"
"254","99.53","anovadot","0.0437531450297683","0.775772524066269"
"255","99.53","anovadot","0.0437531450297683","0.775772524066269"
"256","99.53","anovadot","0.0437531450297683","0.775772524066269"
"257","99.53","anovadot","0.0437531450297683","0.775772524066269"
"258","99.53","anovadot","0.0437531450297683","0.775772524066269"
"259","99.53","anovadot","0.0437531450297683","0.775772524066269"
"260","99.53","anovadot","0.0437531450297683","0.775772524066269"
"261","99.53","anovadot","0.0437531450297683","0.775772524066269"
"262","99.53","anovadot","0.0437531450297683","0.775772524066269"
"263","99.53","anovadot","0.0437531450297683","0.775772524066269"
"264","99.53","anovadot","0.0437531450297683","0.775772524066269"
"265","99.53","anovadot","0.0437531450297683","0.775772524066269"
"266","99.53","anovadot","0.0437531450297683","0.775772524066269"
"267","99.53","anovadot","0.0437531450297683","0.775772524066269"
"268","99.53","anovadot","0.0437531450297683","0.775772524066269"
"269","99.53","anovadot","0.0437531450297683","0.775772524066269"
"270","99.53","anovadot","0.0437531450297683","0.775772524066269"
"271","99.53","anovadot","0.0437531450297683","0.775772524066269"
"272","99.53","anovadot","0.0437531450297683","0.775772524066269"
"273","99.53","anovadot","0.0437531450297683","0.775772524066269"
"274","99.53","anovadot","0.0437531450297683","0.775772524066269"
"275","99.53","anovadot","0.0437531450297683","0.775772524066269"
"276","99.53","anovadot","0.0437531450297683","0.775772524066269"
"277","99.53","anovadot","0.0437531450297683","0.775772524066269"
"278","99.53","anovadot","0.0437531450297683","0.775772524066269"
"279","99.53","anovadot","0.0437531450297683","0.775772524066269"
"280","99.53","anovadot","0.0437531450297683","0.775772524066269"
"281","99.53","anovadot","0.0437531450297683","0.775772524066269"
"282","99.53","anovadot","0.0437531450297683","0.775772524066269"
"283","99.53","anovadot","0.0437531450297683","0.775772524066269"
"284","99.53","anovadot","0.0437531450297683","0.775772524066269"
"285","99.53","anovadot","0.0437531450297683","0.775772524066269"
"286","99.53","anovadot","0.0437531450297683","0.775772524066269"
"287","99.53","anovadot","0.0437531450297683","0.775772524066269"
"288","99.53","anovadot","0.0437531450297683","0.775772524066269"
"289","99.53","anovadot","0.0437531450297683","0.775772524066269"
"290","99.53","anovadot","0.0437531450297683","0.775772524066269"
"291","99.53","anovadot","0.0437531450297683","0.775772524066269"
"292","99.53","anovadot","0.0437531450297683","0.775772524066269"
"293","99.53","anovadot","0.0437531450297683","0.775772524066269"
"294","99.53","anovadot","0.0437531450297683","0.775772524066269"
"295","99.53","anovadot","0.0437531450297683","0.775772524066269"
"296","99.53","anovadot","0.0437531450297683","0.775772524066269"
"297","99.53","anovadot","0.0437531450297683","0.775772524066269"
"298","99.53","anovadot","0.0437531450297683","0.775772524066269"
"299","99.53","anovadot","0.0437531450297683","0.775772524066269"
"300","99.53","anovadot","0.0437531450297683","0.775772524066269"
"301","99.53","anovadot","0.0437531450297683","0.775772524066269"
"302","99.53","anovadot","0.0437531450297683","0.775772524066269"
"303","99.53","anovadot","0.0437531450297683","0.775772524066269"
"304","99.53","anovadot","0.0437531450297683","0.775772524066269"
"305","99.53","anovadot","0.0437531450297683","0.775772524066269"
"306","99.53","anovadot","0.0437531450297683","0.775772524066269"
"307","99.53","anovadot","0.0437531450297683","0.775772524066269"
"308","99.53","anovadot","0.0437531450297683","0.775772524066269"
"309","99.53","anovadot","0.0437531450297683","0.775772524066269"
"310","99.53","anovadot","0.0437531450297683","0.775772524066269"
"311","99.53","anovadot","0.0437531450297683","0.775772524066269"
"312","99.53","anovadot","0.0437531450297683","0.775772524066269"
"313","99.53","anovadot","0.0437531450297683","0.775772524066269"
"314","99.53","anovadot","0.0437531450297683","0.775772524066269"
"315","99.53","anovadot","0.0437531450297683","0.775772524066269"
"316","99.53","anovadot","0.0437531450297683","0.775772524066269"
"317","99.53","anovadot","0.0437531450297683","0.775772524066269"
"318","99.53","anovadot","0.0437531450297683","0.775772524066269"
"319","99.53","anovadot","0.0437531450297683","0.775772524066269"
"320","99.53","anovadot","0.0437531450297683","0.775772524066269"
"321","99.53","anovadot","0.0437531450297683","0.775772524066269"
"322","99.53","anovadot","0.0437531450297683","0.775772524066269"
"323","99.53","anovadot","0.0437531450297683","0.775772524066269"
"324","99.53","anovadot","0.0437531450297683","0.775772524066269"
"325","99.53","anovadot","0.0437531450297683","0.775772524066269"
"326","99.53","anovadot","0.0437531450297683","0.775772524066269"
"327","99.53","anovadot","0.0437531450297683","0.775772524066269"
"328","99.53","anovadot","0.0437531450297683","0.775772524066269"
"329","99.53","anovadot","0.0437531450297683","0.775772524066269"
"330","99.53","anovadot","0.0437531450297683","0.775772524066269"
"331","99.53","anovadot","0.0437531450297683","0.775772524066269"
"332","99.53","anovadot","0.0437531450297683","0.775772524066269"
"333","99.53","anovadot","0.0437531450297683","0.775772524066269"
"334","99.53","anovadot","0.0437531450297683","0.775772524066269"
